Year,Address,Species,Tree or Shrub,Quantity,Date,Latitude,Longitude,Neighbourhood Name,Neighbourhood Number,Geometry Point
2018,Brookside 2018,Trembling Aspen - Populus tremuloides,Tree,15,2018-08-22,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2015,Hermitage Park 2015,Kinnikinick - Arctostaphylos uva-ursi,Shrub,1,2015-08-20,53.575386,-113.37195,RIVER VALLEY HERMITAGE,2630,POINT (-113.37195 53.575386)
2019,Brookside 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,0,2019-07-24,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2018,Brookside 2018,Wolfwillow - Elaeagnus commutata,Shrub,59,2018-06-15,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2018,Fulton Park 2017,Red Osier Dogwood - Cornus sericea,Shrub,30,2018-10-05,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2021,Lymburn 2021,Prickly Rose - Rosa acicularis,Shrub,24,2021-08-03,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2019,River Valley - Dawson/Kinnard,Snowberry - Symphoricarpos albus,Shrub,20,2019-06-08,53.556633,-113.461426,RIVER VALLEY KINNAIRD,1190,POINT (-113.461426 53.556633)
2015,Victoria Park 2015,Wolfwillow - Elaeagnus commutata,Shrub,50,2015-07-03,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2017,Hazeldean 2017,Twining honey suckle - Lonicera dioica,Shrub,48,2017-10-05,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2012,91st street and the yellowhead,Western Chokecherry - Prunus virg. melanocarpa,Shrub,45,2012-05-15,53.44231,-113.46522,SATOO,6680,POINT (-113.46522 53.44231)
2014,Pylypow 2014,Lodgepole Pine - Pinus contorta latifolia,Tree,60,2014-06-20,53.497883,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497883)
2014,Louise McKinney Park 2014,Prickly Rose - Rosa acicularis,Shrub,17,2014-09-16,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2018,,White Spruce - Picea glauca,Tree,170,2018-10-09,,,,,
2018,Brookside 2018,Prickly Rose - Rosa acicularis,Shrub,30,2018-06-28,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2014,Rundle Park 2014,Saskatoon Berry - Amelanchier alnifolia,Shrub,45,2014-05-09,53.55497,-113.3835,RIVER VALLEY RUNDLE,2650,POINT (-113.3835 53.55497)
2022,Blackburn,Trembling Aspen - Populus tremuloides,Tree,15,2022-07-04,53.428856,-113.50194,BLACKBURNE,5590,POINT (-113.50194 53.428856)
2014,Gold Bar Park 2013,White Spruce - Picea glauca,Tree,20,2014-05-20,53.556023,-113.40701,RIVER VALLEY GOLD BAR,6620,POINT (-113.40701 53.556023)
2019,Oxford 2018,Sandbar Willow - Salix exigua,Shrub,24,2019-10-12,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2014,Mackinnon Ravine 2014,Highbush Cranberry - Viburnum trilobum,Shrub,11,2014-10-10,53.53845,-113.55895,RIVER VALLEY CAPITOL HILL,3380,POINT (-113.55895 53.53845)
2018,Fulton Park 2017,Jack Pine - Pinus banksiana,Tree,48,2018-08-31,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2015,Gold Bar Park 2015,Western Chokecherry - Prunus virg. melanocarpa,Shrub,61,2015-05-20,53.555748,-113.40618,RIVER VALLEY GOLD BAR,6620,POINT (-113.40618 53.555748)
2022,Sifton Ravine 2018,Jack Pine - Pinus banksiana,Tree,24,2022-07-07,53.58813,-113.39302,RIVER VALLEY HERMITAGE,2630,POINT (-113.39302 53.58813)
2014,Government House Park 2014,Sandbar Willow - Salix exigua,Shrub,50,2014-07-16,53.540367,-113.54321,RIVER VALLEY GLENORA,3381,POINT (-113.54321 53.540367)
2012,Jackie Parker Park,Trembling Aspen - Populus tremuloides,Tree,90,2012-05-26,53.481567,-113.41934,MILL WOODS GOLF COURSE,6500,POINT (-113.41934 53.481567)
2018,Richfield 2018,Gooseberry - Ribes sp.,Shrub,50,2018-06-23,53.46918,-113.46568,RICHFIELD,6600,POINT (-113.46568 53.46918)
2022,Klarvatten,Highbush Cranberry - Viburnum trilobum,Shrub,20,2022-09-13,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2014,Hermitage Park 2014,Trembling Aspen - Populus tremuloides,Tree,16,2014-09-19,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2018,Westmount 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,46,2018-07-28,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2017,Hazeldean 2017,Trembling Aspen - Populus tremuloides,Tree,30,2017-05-26,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2022,Terrace Heights,Trembling Aspen - Populus tremuloides,Tree,10,2022-05-27,53.5424,-113.431404,RIVER VALLEY GOLD BAR,6620,POINT (-113.431404 53.5424)
2015,,,,18,2015-08-08,,,,,
2015,Gold Bar Park 2015,Green Alder - Alnus viridis,Shrub,20,2015-06-13,53.555748,-113.40618,RIVER VALLEY GOLD BAR,6620,POINT (-113.40618 53.555748)
2019,Lymburn 2018,Balsam Poplar - Populus balsamifera,Tree,15,2019-08-31,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2021,Jackie Parker Park 2021,Green Alder - Alnus viridis,Shrub,0,2021-08-19,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2014,Gold Bar Park 2014,Saskatoon Berry - Amelanchier alnifolia,Shrub,5,2014-05-24,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2014,Gold Bar Park 2014,Saskatoon Berry - Amelanchier alnifolia,Shrub,10,2014-10-04,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2014,,White Spruce - Picea glauca,Tree,40,2014-08-28,,,,,
2013,Solicitor General 2013,Snowberry - Symphoricarpos albus,Shrub,105,2013-09-21,53.528725,-113.50603,RIVER VALLEY WALTERDALE,5390,POINT (-113.50603 53.528725)
2021,Jackie Parker Park 2021,Buffaloberry - Shepherdia canadensis,Shrub,75,2021-08-20,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2021,Lymburn 2021,Raspberry - Rubus ideaus,Shrub,38,2021-07-07,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2021,Jackie Parker Park 2021,Red Osier Dogwood - Cornus sericea,Shrub,45,2021-08-11,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2019,Oxford 2018,Highbush Cranberry - Viburnum trilobum,Shrub,32,2019-05-29,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2019,Lymburn 2018,Buckbrush - Symphoricarpos occidentalis,Shrub,45,2019-09-21,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2018,Fulton Park 2017,White Spruce - Picea glauca,Tree,211,2018-08-31,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2015,,Highbush Cranberry - Viburnum trilobum,Shrub,25,2015-08-07,,,,,
2012,Roper Pond,Trembling Aspen - Populus tremuloides,Tree,45,2012-07-06,53.49868,-113.43738,ROPER INDUSTRIAL,6640,POINT (-113.43738 53.49868)
2019,Callingwood Park 2017,White Spruce - Picea glauca,Tree,77,2019-09-09,53.505497,-113.621666,CALLINGWOOD NORTH,4070,POINT (-113.621666 53.505497)
2014,Louise McKinney Park 2014,Highbush Cranberry - Viburnum trilobum,Shrub,30,2014-05-23,53.540707,-113.480095,RIVERDALE,1210,POINT (-113.480095 53.540707)
2019,Blackmud Creek 2017,Trembling Aspen - Populus tremuloides,Tree,25,2019-05-23,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2022,Forest Heights,Pin Cherry - Prunus pennsylvanica,Shrub,0,2022-09-29,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2022,Lymburn 2018,Lodgepole Pine - Pinus contorta latifolia,Tree,50,2022-10-06,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2021,Westmount 2018,Wolfwillow - Elaeagnus commutata,Shrub,24,2021-09-25,53.557262,-113.53088,QUEEN MARY PARK,1180,POINT (-113.53088 53.557262)
2015,Hermitage Park 2015,Trembling Aspen - Populus tremuloides,Tree,6,2015-08-22,53.575386,-113.37195,RIVER VALLEY HERMITAGE,2630,POINT (-113.37195 53.575386)
2013,Louise McKinney Park 2013,Native Larch - Larix laricina,Tree,0,2013-07-31,53.541447,-113.480385,RIVERDALE,1210,POINT (-113.480385 53.541447)
2021,Lymburn 2021,Saskatoon Berry - Amelanchier alnifolia,Shrub,40,2021-10-02,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2017,Pylypow Pond 2017,Sandbar Willow - Salix exigua,Shrub,90,2017-08-04,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2018,John Janzen Nature Centre 2017,Prickly Rose - Rosa acicularis,Shrub,9,2018-07-19,53.502754,-113.57168,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.57168 53.502754)
2017,Hazeldean 2017,Lodgepole Pine - Pinus contorta latifolia,Tree,77,2017-08-02,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2019,Lymburn 2018,White Spruce - Picea glauca,Tree,24,2019-10-02,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2019,Oxford 2018,Prickly Rose - Rosa acicularis,Shrub,21,2019-10-05,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2022,Lymburn 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,26,2022-10-06,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2021,Savaryn Pond 2021,Native Larch - Larix laricina,Tree,0,2021-10-13,53.412273,-113.47846,SUMMERSIDE,6213,POINT (-113.47846 53.412273)
2021,Blackmud Creek 2017,Highbush Cranberry - Viburnum trilobum,Shrub,12,2021-07-14,53.415615,-113.51594,BLACKMUD CREEK,5453,POINT (-113.51594 53.415615)
2019,Lymburn 2018,Pin Cherry - Prunus pennsylvanica,Shrub,10,2019-09-26,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2017,91 Street 2017,Snowberry - Symphoricarpos albus,Shrub,22,2017-10-04,53.472553,-113.465744,RICHFIELD,6600,POINT (-113.465744 53.472553)
2021,Jackie Parker Park 2021,Balsam Poplar - Populus balsamifera,Tree,0,2021-10-08,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2014,John Janzen Nature Centre 2014,Currant - Ribes sp.,Shrub,19,2014-07-31,53.502792,-113.5719,RIVER VALLEY FORT EDMONTON,5401,POINT (-113.5719 53.502792)
2018,Hamptons Lake 2018,Gooseberry - Ribes sp.,Shrub,0,2018-10-11,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2021,Jackie Parker Park 2021,Red Osier Dogwood - Cornus sericea,Shrub,30,2021-08-05,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2017,Hermitage Park 2017,White Spruce - Picea glauca,Tree,50,2017-07-15,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2019,Edmonton Valley Zoo 2013,Snowberry - Symphoricarpos albus,Shrub,70,2019-09-14,53.512035,-113.557846,RIVER VALLEY LAURIER,3382,POINT (-113.557846 53.512035)
2013,Government House Park 2013,,,,2013-08-28,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2015,Twin Brooks 2015,Gooseberry - Ribes sp.,Shrub,22,2015-05-28,53.442997,-113.54049,TWIN BROOKS,5511,POINT (-113.54049 53.442997)
2022,Callaghan Park,Trembling Aspen - Populus tremuloides,Tree,15,2022-10-11,53.40567,-113.52814,CALLAGHAN,5457,POINT (-113.52814 53.40567)
2021,Sifton Ravine 2021,Saskatoon Berry - Amelanchier alnifolia,Shrub,14,2021-06-16,53.591694,-113.40929,RIVER VALLEY HERMITAGE,2630,POINT (-113.40929 53.591694)
2021,Rundle Park 2021,Lodgepole Pine - Pinus contorta latifolia,Tree,99,2021-08-02,53.56186,-113.38344,RIVER VALLEY RUNDLE,2650,POINT (-113.38344 53.56186)
2017,Hermitage Park 2017,Trembling Aspen - Populus tremuloides,Tree,52,2017-07-15,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2021,Sifton Ravine 2021,Prickly Rose - Rosa acicularis,Shrub,13,2021-07-14,53.591694,-113.40929,RIVER VALLEY HERMITAGE,2630,POINT (-113.40929 53.591694)
2012,"97th street, 162 ave",Western Chokecherry - Prunus virg. melanocarpa,Shrub,30,2012-06-19,53.622807,-113.4925,LORELEI,3280,POINT (-113.4925 53.622807)
2017,Hazeldean 2017,Currant - Ribes sp.,Shrub,15,2017-09-16,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2019,Victoria Park 2017,White Spruce - Picea glauca,Tree,24,2019-05-18,53.5386,-113.52369,RIVER VALLEY VICTORIA,1200,POINT (-113.52369 53.5386)
2021,Jackie Parker Park 2021,White Spruce - Picea glauca,Tree,0,2021-10-08,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2014,Hermitage Park 2014,Western Larch - Larix occidentalis,Tree,25,2014-06-07,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2015,Jackie Parker Park 2015,Lodgepole Pine - Pinus contorta latifolia,Tree,2,2015-09-10,53.486164,-113.42417,MILL WOODS GOLF COURSE,6500,POINT (-113.42417 53.486164)
2017,WP Wagner School 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,15,2017-05-26,53.500355,-113.45235,DAVIES INDUSTRIAL WEST,6170,POINT (-113.45235 53.500355)
2012,Victoria Park Site #6,Snowberry - Symphoricarpos albus,Shrub,75,2012-06-27,53.533012,-113.51697,RIVER VALLEY VICTORIA,1200,POINT (-113.51697 53.533012)
2021,Fulton Park 2017,Pin Cherry - Prunus pennsylvanica,Shrub,3,2021-04-30,53.547016,-113.43814,RIVER VALLEY GOLD BAR,6620,POINT (-113.43814 53.547016)
2021,Lymburn 2021,Wild Strawberry - Fragaria virginiana,Shrub,19,2021-07-09,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2021,Magrath,Lodgepole Pine - Pinus contorta latifolia,Tree,77,2021-09-13,53.4474,-113.55969,MAGRATH HEIGHTS,5476,POINT (-113.55969 53.4474)
2022,Callaghan Park,Western Larch - Larix occidentalis,Tree,60,2022-09-21,53.40567,-113.52814,CALLAGHAN,5457,POINT (-113.52814 53.40567)
2013,Victoria Park 2013,Saskatoon Berry - Amelanchier alnifolia,Shrub,50,2013-06-04,53.53882,-113.52499,RIVER VALLEY VICTORIA,1200,POINT (-113.52499 53.53882)
2021,Lymburn 2021,Trembling Aspen - Populus tremuloides,Tree,10,2021-09-04,53.511528,-113.63659,LYMBURN,4270,POINT (-113.63659 53.511528)
2018,Hamptons Lake 2018,Highbush Cranberry - Viburnum trilobum,Shrub,15,2018-08-08,53.494762,-113.67519,THE HAMPTONS,4461,POINT (-113.67519 53.494762)
2019,Pylypow Pond 2017,White Spruce - Picea glauca,Tree,0,2019-09-13,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2019,Forest Heights,Balsam Poplar - Populus balsamifera,Tree,13,2019-05-25,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2022,Klarvatten,Saskatoon Berry - Amelanchier alnifolia,Shrub,48,2022-09-10,53.64436,-113.482864,KLARVATTEN,2440,POINT (-113.482864 53.64436)
2021,Jackie Parker Park 2021,Pin Cherry - Prunus pennsylvanica,Shrub,24,2021-08-18,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2017,Hazeldean 2017,Lodgepole Pine - Pinus contorta latifolia,Tree,10,2017-10-05,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2021,Hazeldean 2017,Native Larch - Larix laricina,Tree,15,2021-09-21,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2019,Forest Heights,Prickly Rose - Rosa acicularis,Shrub,44,2019-09-25,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2014,Hermitage Park 2014,Trembling Aspen - Populus tremuloides,Tree,45,2014-06-28,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2022,Blackburn,Lodgepole Pine - Pinus contorta latifolia,Tree,48,2022-08-19,53.428856,-113.50194,BLACKBURNE,5590,POINT (-113.50194 53.428856)
2014,Victoria Park 2014,Jack Pine - Pinus banksiana,Tree,30,2014-07-03,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2013,Government House Park 2013,Highbush Cranberry - Viburnum trilobum,Shrub,1,2013-08-16,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2018,Hazeldean 2017,Raspberry - Rubus ideaus,Shrub,30,2018-06-06,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2015,Guinevere Park 2015,Red Osier Dogwood - Cornus sericea,Shrub,15,2015-09-09,53.50076,-113.67183,GLASTONBURY,4720,POINT (-113.67183 53.50076)
2014,Victoria Park 2014,Prickly Rose - Rosa acicularis,Shrub,28,2014-07-03,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2022,Lymburn 2018,Trembling Aspen - Populus tremuloides,Tree,15,2022-08-30,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2014,Victoria Park 2014,Prickly Rose - Rosa acicularis,Shrub,30,2014-06-18,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2015,Government House Park 2015,Saskatoon Berry - Amelanchier alnifolia,Shrub,25,2015-06-27,53.53894,-113.549286,RIVER VALLEY GLENORA,3381,POINT (-113.549286 53.53894)
2019,Pylypow Pond 2017,Lodgepole Pine - Pinus contorta latifolia,Tree,23,2019-09-26,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2014,Gold Bar Park 2014,White Spruce - Picea glauca,Tree,40,2014-08-27,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2013,Twin Brooks 2013,Lodgepole Pine - Pinus contorta latifolia,Tree,4,2013-05-30,53.45002,-113.53669,TWIN BROOKS,5511,POINT (-113.53669 53.45002)
2022,Lymburn 2018,Wolfwillow - Elaeagnus commutata,Shrub,15,2022-06-08,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2013,Government House Park 2013,Prickly Rose - Rosa acicularis,Shrub,30,2013-05-28,53.53979,-113.5456,RIVER VALLEY GLENORA,3381,POINT (-113.5456 53.53979)
2021,Jackie Parker Recreation Area,Buffaloberry - Shepherdia canadensis,Shrub,4,2021-05-28,53.483284,-113.41918,MILL WOODS GOLF COURSE,6500,POINT (-113.41918 53.483284)
2019,Brookside 2018,Red Elderberry - Sambucus racemosa,Shrub,10,2019-08-30,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2014,Jackie Parker 2014,Jack Pine - Pinus banksiana,Tree,30,2014-08-14,53.486126,-113.42432,MILL WOODS GOLF COURSE,6500,POINT (-113.42432 53.486126)
2017,Rundle Park 2017,Snowberry - Symphoricarpos albus,Shrub,17,2017-05-27,53.55726,-113.381996,RIVER VALLEY RUNDLE,2650,POINT (-113.381996 53.55726)
2017,Hazeldean 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,43,2017-08-15,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2021,Jackie Parker Park 2021,Highbush Cranberry - Viburnum trilobum,Shrub,45,2021-08-06,53.483486,-113.41887,MILL WOODS GOLF COURSE,6500,POINT (-113.41887 53.483486)
2015,Mackinnon Ravine 2015,Saskatoon Berry - Amelanchier alnifolia,Shrub,12,2015-08-15,53.53831,-113.55866,RIVER VALLEY CAPITOL HILL,3380,POINT (-113.55866 53.53831)
2018,Hermitage Park 2017,Snowberry - Symphoricarpos albus,Shrub,46,2018-06-05,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2015,Hermitage Park 2015,Highbush Cranberry - Viburnum trilobum,Shrub,15,2015-06-18,53.575386,-113.37195,RIVER VALLEY HERMITAGE,2630,POINT (-113.37195 53.575386)
2022,Forest Heights,Highbush Cranberry - Viburnum trilobum,Shrub,70,2022-09-09,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2019,Oxford 2018,Sandbar Willow - Salix exigua,Shrub,30,2019-06-05,53.625305,-113.55263,OXFORD,3320,POINT (-113.55263 53.625305)
2017,Pylypow Pond 2017,Wild Strawberry - Fragaria virginiana,Shrub,49,2017-09-23,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2014,Hermitage Park 2014,Trembling Aspen - Populus tremuloides,Tree,10,2014-07-22,53.57648,-113.37451,CANON RIDGE,2120,POINT (-113.37451 53.57648)
2019,,White Spruce - Picea glauca,Tree,24,2019-06-24,,,,,
2015,,Sandbar Willow - Salix exigua,Shrub,30,2015-07-04,,,,,
2022,Lymburn 2018,Buffaloberry - Shepherdia canadensis,Shrub,47,2022-10-05,53.511295,-113.63944,LYMBURN,4270,POINT (-113.63944 53.511295)
2021,Cloverdale Hill 2018,Buffaloberry - Shepherdia canadensis,Shrub,14,2021-08-27,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2019,Hermitage Park 2017,White Spruce - Picea glauca,Tree,25,2019-09-24,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2022,Terrace Heights,Raspberry - Rubus ideaus,Shrub,48,2022-07-13,53.5424,-113.431404,RIVER VALLEY GOLD BAR,6620,POINT (-113.431404 53.5424)
2012,Millcreek - Silverberry,Trembling Aspen - Populus tremuloides,Tree,15,2012-06-05,53.46682,-113.37853,SILVER BERRY,6442,POINT (-113.37853 53.46682)
2017,Pylypow Pond 2017,Paper Birch - Betula Papyrifera,Tree,30,2017-09-28,53.497932,-113.399414,PYLYPOW INDUSTRIAL,6590,POINT (-113.399414 53.497932)
2015,Greenfield Tree Stand 2015,Prickly Rose - Rosa acicularis,Shrub,45,2015-09-10,53.468246,-113.53073,GREENFIELD,5220,POINT (-113.53073 53.468246)
2013,,White Spruce - Picea glauca,Tree,10,,,,,,
2018,Hermitage Park 2017,Jack Pine - Pinus banksiana,Tree,113,2018-09-29,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2019,Brookside 2018,Raspberry - Rubus ideaus,Shrub,45,2019-08-14,53.483593,-113.56844,BROOKSIDE,5090,POINT (-113.56844 53.483593)
2018,Gold Bar Park 2017,Red Osier Dogwood - Cornus sericea,Shrub,30,2018-06-20,53.556683,-113.40703,RIVER VALLEY GOLD BAR,6620,POINT (-113.40703 53.556683)
2021,Cloverdale Hill 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,34,2021-08-27,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2014,Victoria Park 2014,Trembling Aspen - Populus tremuloides,Tree,5,2014-09-30,53.538548,-113.52249,RIVER VALLEY VICTORIA,1200,POINT (-113.52249 53.538548)
2018,Hazeldean 2017,Saskatoon Berry - Amelanchier alnifolia,Shrub,60,2018-06-09,53.50112,-113.467766,MILL CREEK RAVINE SOUTH,6492,POINT (-113.467766 53.50112)
2015,Hazeldean 2015,Highbush Cranberry - Viburnum trilobum,Shrub,59,2015-07-15,53.500607,-113.46875,MILL CREEK RAVINE SOUTH,6492,POINT (-113.46875 53.500607)
2019,Hermitage Park 2017,Wolfwillow - Elaeagnus commutata,Shrub,25,2019-06-26,53.57681,-113.373215,RIVER VALLEY HERMITAGE,2630,POINT (-113.373215 53.57681)
2014,Government House Park 2014,Red Osier Dogwood - Cornus sericea,Shrub,75,2014-07-16,53.540367,-113.54321,RIVER VALLEY GLENORA,3381,POINT (-113.54321 53.540367)
2022,Forest Heights,Prickly Rose - Rosa acicularis,Shrub,0,2022-09-27,53.547657,-113.441635,RIVER VALLEY GOLD BAR,6620,POINT (-113.441635 53.547657)
2019,Cloverdale Hill 2018,Saskatoon Berry - Amelanchier alnifolia,Shrub,129,2019-08-24,53.53768,-113.46255,CLOVERDALE,6070,POINT (-113.46255 53.53768)
2014,Government House Park 2014,Gooseberry - Ribes sp.,Shrub,45,2014-07-16,53.540367,-113.54321,RIVER VALLEY GLENORA,3381,POINT (-113.54321 53.540367)
